〆切	(しめきり)
札束	(さつたば)
煠でる	(ゆでる,うでる)
煠める	(いためる)
乍ら	(ながら)
柵	(さく)
炸裂	(さくれつ)
炸薬	(さくやく)
詐り	(いつわり)
詐る	(いつわる)
詐称	(さしょう)
詐欺	(さぎ)
詐欺師	(さぎし)
詐取	(さしゅ)
搾り	(しぼり,シボリ)
搾り取る	(しぼりとる)
搾る	(しぼる,シボる)
搾取	(さくしゅ)
搾乳	(さくにゅう)
搾油	(さくゆ)
鮓	(すし)
鮓飯	(すしめし)
斎	(いわい,ゆわい)
斎う	(いわう)
斎く	(いつく)
斎み	(いみ)
斎み垣	(いみがき)
斎む	(いむ)
斎部	(いみべ,いんべ)
斎場	(さいじょう)
斎服	(さいふく)
斎宮	(さいぐう)
斎戒	(さいかい)
斎戒もく浴	(さいかいもくよく)
斎戒沐浴	(さいかいもくよく)
斎日	(いみび)
斎垣	(いがき,いかき)
斎主	(さいしゅ)
摘まみ	(つまみ)
摘まみ出す	(つまみだす)
摘まみ物	(つまみもの)
摘まむ	(つまむ)
摘み	(つまみ)
摘みとる	(つみとる,つまみとる)
摘み出す	(つまみだす)
摘み取る	(つみとる,つまみとる)
摘み物	(つまみもの)
摘む	(つまむ)
摘出	(てきしゅつ)
摘出子	(ちゃくしゅつし,てきしゅつし)
摘発	(てきはつ)
摘要	(てきよう)
齋垣	(いがき,いかき)
宅	(たく)
宅地	(たくち)
宅急便	(たっきゅうびん)
宅配	(たくはい)
宅配便	(たくはいびん)
窄める	(すぼめる,つぼめる)
砦	(とりで)
債	(さい)
債鬼	(さいき)
債権	(さいけん)
債権者	(さいけんしゃ)
債券	(さいけん)
債務	(さいむ)
債務者	(さいむしゃ)
債主	(さいしゅ)
寨	(とりで)
粘り	(ねばり)
粘りけ	(ねばりけ)
粘り気	(ねばりけ)
粘り強い	(ねばりづよい)
粘る	(ねばる)
粘稠	(ねんちゅう)
粘度	(ねんど)
粘膜	(ねんまく)
粘土	(ねんど,ねばつち,へなつち)
粘土質	(ねんどしつ)
粘性	(ねんせい)
粘液	(ねんえき)
粘々	(ねばねば,ネバネバ)
粘粘	(ねばねば,ネバネバ)
粘着	(ねんちゃく)
粘着力	(ねんちゃくりょく)
霑う	(うるおう)
霑す	(うるおす)
譫妄	(せんもう,せんぼう)
譫言	(うわごと)
譫語	(せんご)
展げる	(ひろげる)
展べる	(のべる)
展開	(てんかい)
展覧会	(てんらんかい)
展示	(てんじ)
展示会	(てんじかい)
展示物	(てんじぶつ)
展望	(てんぼう)
展望台	(てんぼうだい)
斬りこむ	(きりこむ)
斬りつける	(きりつける)
斬りまくる	(きりまくる)
斬り倒す	(きりたおす)
斬り払う	(きりはらう)
斬り伏せる	(きりふせる)
斬り付ける	(きりつける)
斬り合い	(きりあい)
斬り結ぶ	(きりむすぶ)
斬り解く	(きりほどく)
斬り捲る	(きりまくる)
斬り刻む	(きりきざむ)
斬り破る	(きりやぶる)
斬り取り	(きりとり,きりどり)
斬り散らす	(きりちらす)
斬り殺す	(きりころす)
斬り捨てる	(きりすてる)
斬り死に	(きりじに)
斬り下げる	(きりさげる)
斬り下ろす	(きりおろす)
斬り込む	(きりこむ)
斬る	(きる)
斬れ味	(きれあじ)
斬合い	(きりあい)
斬結ぶ	(きりむすぶ)
斬解く	(きりほどく)
斬刻む	(きりきざむ)
斬取り	(きりとり,きりどり)
斬殺す	(きりころす)
斬味	(きれあじ)
斬新	(ざんしん)
嶄新	(ざんしん)
輾る	(きしる)
占	(うらない)
占い	(うらない)
占い当てる	(うらないあてる)
占い師	(うらないし)
占い者	(せんしゃ,せんじゃ,うらないしゃ)
占う	(うらなう)
占む	(しむ)
占めた	(しめた)
占める	(しめる)
占卜	(せんぼく)
占地	(しめじ,シメジ)
占法	(せんぽう)
占居	(せんきょ)
占拠	(せんきょ)
占拠地	(せんきょち)
占領	(せんりょう)
占領地	(せんりょうち)
占領地帯	(せんりょうちたい)
占領軍	(せんりょうぐん)
占領下	(せんりょうか)
占取	(せんしゅ)
占取権	(せんしゅけん)
占師	(うらないし)
占書	(うらぶみ)
占算	(うらさん)
占星術	(せんせいじゅつ)
占有	(せんゆう)
占有権	(せんゆうけん)
占者	(せんしゃ,せんじゃ,うらないしゃ)
占住	(せんじゅう)
桟道	(さんどう)
桟敷	(さじき,さんじき)
桟橋	(さんばし,さんきょう)
棧敷	(さじき,さんじき)
棧橋	(さんばし,さんきょう)
戦	(いくさ)
戦い	(たたかい)
戦う	(たたかう)
戦く	(おののく)
戦場	(せんじょう)
戦場航空阻止	(せんじょうこうくうそし)
戦車	(せんしゃ)
戦闘	(せんとう)
戦闘爆撃機	(せんとうばくげきき)
戦闘電子戦情報	(せんとうでんしせんじょうほう)
戦闘服	(せんとうふく)
戦闘機	(せんとうき)
戦闘前哨	(せんとうぜんしょう)
戦闘犠牲者	(せんとうぎせいしゃ)
戦闘陣地	(せんとうじんち)
戦闘陣地の前縁	(せんとうじんちのぜんえん)
戦闘正面幅	(せんとうしょうめんはば)
戦闘支援	(せんとうしえん)
戦闘支援計画	(せんとうしえんけいかく)
戦隊	(せんたい)
戦犯	(せんぱん)
戦国	(せんごく)
戦国時代	(せんごくじだい)
戦後	(せんご)
戦火	(せんか)
戦禍	(せんか)
戦記	(せんき)
戦艦	(せんかん)
戦捷	(せんしょう)
戦局	(せんきょく)
戦力	(せんりょく)
戦力組成	(せんりょくそせい)
戦慄	(せんりつ)
戦慄く	(わななく)
戦列	(せんれつ)
戦乱	(せんらん)
戦略	(せんりゃく)
戦略兵器	(せんりゃくへいき)
戦略兵器削減条約	(せんりゃくへいきさくげんじょうやく)
戦略的パートナーシップ	(せんりゃくてきパートナーシップ)
戦略的提携	(せんりゃくてきていけい)
戦略核兵器	(せんりゃくかくへいき)
戦没	(せんぼつ)
戦没者	(せんぼつしゃ)
戦没者追悼記念日	(せんぼつしゃついとうきねんび)
戦歿	(せんぼつ)
戦前	(せんぜん)
戦勝	(せんしょう)
戦時	(せんじ)
戦士	(せんし)
戦術	(せんじゅつ)
戦術航空統制班	(せんじゅつこうくうとうせいはん)
戦術航空統制本部	(せんじゅつこうくうとうせいほんぶ)
戦死	(せんし)
戦務	(せんむ)
戦線	(せんせん)
戦域	(せんいき)
戦災	(せんさい)
戦々兢々	(せんせんきょうきょう)
戦々恐々	(せんせんきょうきょう)
戦戦兢兢	(せんせんきょうきょう)
戦戦恐恐	(せんせんきょうきょう)
戦争	(せんそう)
戦争犯罪	(せんそうはんざい)
戦争犯罪法廷	(せんそうはんざいほうてい)
戦争後	(せんそうご)
戦争未亡人	(せんそうみぼうじん)
綻びる	(ほころびる)
戰い	(たたかい)
戰う	(たたかう)
戰鬪	(せんとう)
戰隊	(せんたい)
章	(しょう)
章魚	(タコ,たこ)
張り	(はり,ハリ)
張りあう	(はりあう)
張りあげる	(はりあげる)
張りこむ	(はりこむ)
張りたおす	(はりたおす)
張りだす	(はりだす)
張りつめる	(はりつめる)
張りめぐらす	(はりめぐらす)
張り出	(はりだし)
張り出し	(はりだし)
張り出す	(はりだす)
張り倒す	(はりたおす)
張り付け	(はりつけ)
張り付ける	(はりつける)
張り合う	(はりあう)
張り詰める	(はりつめる)
張り裂ける	(はりさける)
張り切る	(はりきる)
張り上げる	(はりあげる)
張り巡らす	(はりめぐらす)
張り込み	(はりこみ)
張り込む	(はりこむ)
張り紙	(はりがみ)
張り子	(はりこ)
張り子のトラ	(はりこのとら)
張り子の虎	(はりこのとら)
張る	(はる)
張出	(はりだし)
張出し	(はりだし)
張出す	(はりだす)
張合う	(はりあう)
張裂ける	(はりさける)
張込み	(はりこみ)
張込む	(はりこむ)
張子	(はりこ)
張子のトラ	(はりこのとら)
張子の虎	(はりこのとら)
樟	(くすのき,くす,クスノキ)
樟脳	(しょうのう)
鱆	(タコ,たこ)
掌	(てのひら,たなごころ,しょう)
掌る	(つかさどる)
掌理	(しょうり)
掌紋	(しょうもん)
掌握	(しょうあく)
掌中	(しょうちゅう)
掌中の玉	(しょうちゅうのたま)
掌中の珠	(しょうちゅうのたま)
漲る	(みなぎる)
丈	(たけ,たき)
丈に	(だけに)
丈比べ	(たけくらべ)
丈長	(たけなが)
丈夫	(じょうぶ)
丈余	(じょうよ)
杖	(つえ)
帳	(ちょう)
帳簿	(ちょうぼ)
帳場	(ちょうば)
帳場の者	(ちょうばのもの)
帳面	(ちょうめん)
帳消し	(ちょうけし)
脹よか	(ふくよか)
脹らし粉	(ふくらしこ)
脹らみ	(ふくらみ)
脹らむ	(ふくらむ)
脹れっ面	(ふくれっつら)
脹れる	(ふくれる)
障がい	(しょうがい)
障る	(さわる)
障碍	(しょうがい)
障碍物	(しょうがいぶつ)
障礙	(しょうがい)
障壁	(しょうへき)
障害	(しょうがい)
障害物	(しょうがいぶつ)
障害物競走	(しょうがいぶつきょうそう)
障泥烏賊	(アオリイカ,あおりいか)
障子	(しょうじ)
招き	(まねき)
招き猫	(まねきねこ)
招く	(まねく)
招へい	(しょうへい)
招待	(しょうたい,しょうだい)
招待券	(しょうたいけん)
招待状	(しょうたいじょう)
招喚	(しょうかん)
招集	(しょうしゅう)
招募	(しょうぼ)
招聘	(しょうへい)
招請	(しょうせい,しょうじょう,ちょうしょう)
招致	(しょうち)
昭和	(しょうわ)
昭和時代	(しょうわじだい)
爪	(つめ)
爪あと	(つめあと)
爪で拾って箕で零す	(つめでひろってみでこぼす)
爪はじき	(つまはじき)
爪ようじ	(つまようじ)
爪痕	(つめあと)
爪跡	(つめあと)
爪立ち	(つまだち)
爪弾	(つまはじき)
爪弾き	(つまはじき)
爪先	(つまさき)
爪先で歩く	(つまさきであるく)
爪楊枝	(つまようじ)
沼	(ぬま)
沼地	(ぬまち,しょうち)
沼沢	(しょうたく)
召し	(めし)
召しあがる	(めしあがる)
召し抱え	(めしかかえ)
召し抱える	(めしかかえる)
召し捕る	(めしとる)
召し出す	(めしだす)
召し換え	(めしかえ)
召し集める	(めしあつめる)
召し寄せる	(めしよせる)
召し連れる	(めしつれる)
召し取る	(めしとる)
召し入れる	(めしいれる)
召し上がりもの	(めしあがりもの)
召し上がり物	(めしあがりもの)
召し上がる	(めしあがる)
召し上げる	(めしあげる)
召し上り物	(めしあがりもの)
召し上る	(めしあがる)
召し使い	(めしつかい)
召し使う	(めしつかう)
召し替え	(めしかえ)
召し物	(めしもの)
召す	(めす)
召抱える	(めしかかえる)
召捕る	(めしとる)
召還	(しょうかん)
召喚	(しょうかん)
召喚令状	(しょうかんれいじょう)
召喚状	(しょうかんじょう)
召集	(しょうしゅう)
召集令	(しょうしゅうれい)
召集者	(しょうしゅうしゃ)
召命	(しょうめい)
召募	(しょうぼ)
召請	(しょうせい,しょうじょう,ちょうしょう)
召取る	(めしとる)
召上がる	(めしあがる)
召上げる	(めしあげる)
召使	(めしつかい)
召使い	(めしつかい)
召使う	(めしつかう)
召致	(しょうち)
召状	(しょうじょう)
兆	(ちょう)
兆し	(きざし)
兆す	(きざす)
兆候	(ちょうこう)
兆民	(ちょうみん)
笊	(ざる,ザル)
笊法	(ざるほう)
棹	(さお)
詔	(みことのり,ちょく,しょう)
詔勅	(しょうちょく)
詔書	(しょうしょ)
照らす	(てらす)
照りつける	(てりつける)
照り返す	(てりかえす)
照り付ける	(てりつける)
照り焼	(てりやき,テリヤキ)
照り焼き	(てりやき,テリヤキ)
照る	(てる)
照る照る坊主	(てるてるぼうず)
照れくさい	(てれくさい)
照れる	(てれる)
照れ臭い	(てれくさい)
照れ屋	(てれや)
照度	(しょうど)
照付ける	(てりつける)
照合	(しょうごう)
照会	(しょうかい)
照明	(しょうめい)
照焼	(てりやき,テリヤキ)
照焼き	(てりやき,テリヤキ)
照射	(しょうしゃ)
照射処理	(しょうしゃしょり)
照射法	(しょうしゃほう)
照々坊主	(てるてるぼうず)
照照坊主	(てるてるぼうず)
照準	(しょうじゅん)
罩める	(こめる)
肇国	(ちょうこく)
櫂	(かい)
遮へい	(しゃへい)
遮る	(さえぎる)
遮蔽	(しゃへい)
遮断	(しゃだん)
遮断機	(しゃだんき)
遮断器	(しゃだんき)
遮二無二	(しゃにむに)
遮光	(しゃこう)
遮光器土偶	(しゃこうきどぐう)
折	(おり)
折から	(おりから)
折ぐ	(はぐ,へぐ)
折も折	(おりもおり)
折り	(おり)
折りかえす	(おりかえす)
折りから	(おりから)
折りこむ	(おりこむ)
折りたたみ	(おりたたみ)
折りたたみ机	(おりたたみつくえ)
折りたたむ	(おりたたむ)
折りも折	(おりもおり)
折り畳み	(おりたたみ)
折り畳み机	(おりたたみつくえ)
折り畳む	(おりたたむ)
折り返し	(おりかえし)
折り返す	(おりかえす)
折り合い	(おりあい)
折り合う	(おりあう)
折り目	(おりめ)
折り曲げる	(おりまげる)
折り込み	(おりこみ,オリコミ)
折り込む	(おりこむ)
折り紙	(おりがみ)
折り重なる	(おりかさなる)
折り重ねる	(おりかさねる)
折る	(おる)
折れる	(おれる)
折れ返る	(おれかえる)
折れ目	(おれめ)
折れ曲がる	(おれまがる)
折半	(せっぱん)
折柄	(おりから)
折衝	(せっしょう)
折畳み	(おりたたみ)
折畳む	(おりたたむ)
折返	(おりかえし)
折返し	(おりかえし)
折返す	(おりかえす)
折返る	(おれかえる)
折合い	(おりあい)
折合う	(おりあう)
折角	(せっかく)
折目	(おりめ)
折曲げる	(おりまげる)
折込	(おりこみ,オリコミ)
折込み	(おりこみ,オリコミ)
折込む	(おりこむ)
折々	(おりおり)
折折	(おりおり)
折紙	(おりがみ)
折中	(せっちゅう)
折中案	(せっちゅうあん)
折衷	(せっちゅう)
折衷案	(せっちゅうあん)
折重なる	(おりかさなる)
折重ねる	(おりかさねる)
哲人	(てつじん)
哲学	(てつがく)
哲学的	(てつがくてき)
哲学者	(てつがくしゃ)
粍	(ミリメートル,ミリメーター)
摺り抜ける	(すりぬける)
摺り本	(すりほん)
摺り鉢	(すりばち)
摺り付ける	(こすりつける,すりつける)
摺り切れる	(すりきれる)
摺り物	(すりもの)
摺り込む	(すりこむ)
摺り子木	(すりこぎ)
摺り足	(すりあし)
摺る	(する)
摺物	(すりもの)
摺足	(すりあし)
輒ち	(すなわち,つなわち)
磔刑	(たっけい,たくけい)
蟄居	(ちっきょ)
轍	(わだち,てつ)
者	(もの,もん)
赭ら顔	(あからがお)
褶襞	(しゅうへき)
褶曲	(しゅうきょく)
柘植	(つげ,ツゲ)
這いまわる	(はいまわる)
這い回る	(はいまわる)
這い廻る	(はいまわる)
這い松	(はいまつ,ハイマツ)
這い這い	(はいはい,ハイハイ)
這う	(はう)
這入り込む	(はいりこむ,いりこむ)
這入る	(はいる)
這入口	(いりぐち,いりくち,はいりぐち)
這松	(はいまつ,ハイマツ)
這々	(ほうほう)
這這	(ほうほう)
蔗糖	(ショとう,しょとう)
鷓鴣	(しゃこ,シャコ)
着	(ちゃく)
着がえ	(きがえ)
着がえる	(きがえる,きかえる)
着く	(はく)
着ける	(つける,ツケる)
着け所	(つけどころ)
着こむ	(きこむ)
着せる	(きせる)
着なおす	(きなおす)
着やせ	(きやせ)
着よい	(きよい)
着る	(きる)
着番号	(きばんごう)
着払	(ちゃくばらい)
着払い	(ちゃくばらい)
着服	(ちゃくふく,ちゃくぶく,ちゃくぼく)
着工	(ちゃっこう)
着換え	(きがえ)
着換える	(きがえる,きかえる)
着良い	(きよい)
着籠む	(きこむ)
着陸	(ちゃくりく)
着陸地帯	(ちゃくりくちたい)
着目	(ちゃくもく)
着任	(ちゃくにん)
着色	(ちゃくしょく)
着実	(ちゃくじつ)
着飾る	(きかざる)
着手	(ちゃくしゅ)
着痩せ	(きやせ)
着替	(きがえ)
着替え	(きがえ)
着替える	(きがえる,きかえる)
